game_index,home_team,away_team,score_diff
3274,UC Riverside,UC San Diego,7
3275,Louisiana,Ga Southern,7
3276,Campbell,UNC Asheville,-13
3277,UNLV,Nevada,6
3278,Fresno St,Utah St,-17
3279,Utah Valley,New Mexico St,5
3280,Valparaiso,Evansville,12
3281,Vermont,UMBC,6
3282,Virginia,Boston College,19
3283,Virginia Tech,Syracuse,15
3284,VMI,W Carolina,-6
3285,W Illinois,S Dakota St,8
3286,Washington St,Arizona St,17
3287,West Virginia,Auburn,3
3288,N Kentucky,WI Milwaukee,-1
3289,Presbyterian,Winthrop,-18
3290,Wofford,Samford,8
3291,Wright St,WI Green Bay,31
3292,Yale,Princeton,22
3293,North Alabama,North Florida,13
3294,Tarleton St,Grand Canyon,19
3295,Queens NC,Stetson,6
3296,Stonehill,Sacred Heart,1
3297,TX A&M Commerce,Houston Chr,1
3298,IL Chicago,Bradley,-7
3299,Cleveland St,IUPUI,6
3300,Belmont,Drake,-18
3301,UNC Greensboro,Furman,-12
3302,Illinois St,S Illinois,6
3303,Iona,Quinnipiac,6
3304,Iowa,Rutgers,11
3305,Lehigh,Boston Univ,11
3306,Canisius,Manhattan,-7
3307,Tulsa,Memphis,-12
3308,Penn St,Michigan,22
3309,Villanova,Providence,-5
3310,Purdue,Michigan St,16
3311,Fairfield,Rider,-9
3312,Robert Morris,Oakland,5
3313,Marist,Siena,-15
3314,SMU,South Florida,2
3315,St John's,Georgetown,2
3316,George Mason,St Joseph's PA,-3
3317,East Carolina,Wichita St,-13
3318,Youngstown St,Detroit,10
3319,Grambling,Alcorn St,-3
3320,Bethune-Cookman,Alabama A&M,11
3321,Citadel,Chicago St,-1
3322,Colgate,Loyola MD,13
3323,Coppin St,Delaware St,-5
3324,Florida A&M,Alabama St,11
3325,Howard,S Carolina St,26
3326,Morgan St,MD E Shore,-14
3327,Norfolk St,NC Central,6
3328,Oral Roberts,South Dakota,50
3329,Missouri KC,S Dakota St,-1
3330,Southern Univ,Jackson St,11
3331,Texas,Baylor,5
3332,Texas Tech,Iowa St,3
3333,Syracuse,Virginia,-5
3334,Buffalo,Akron,-17
3335,Alabama,Vanderbilt,57
3336,Arkansas,Texas A&M,11
3337,Bowling Green,Ball St,-9
3338,Air Force,Boise St,-7
3339,Boston College,Clemson,8
3340,DePaul,Connecticut,-14
3341,Dayton,Loyola-Chicago,4
3342,Duke,Wake Forest,2
3343,E Michigan,Ohio,11
3344,Fordham,St Louis,10
3345,Illinois,Nebraska,16
3346,Iowa,Northwestern,16
3347,Kansas,Kansas St,12
3348,Kent,C Michigan,12
3349,Mississippi,Kentucky,-9
3350,Maryland,Indiana,11
3351,Miami FL,Virginia Tech,9
3352,South Carolina,Mississippi St,-15
3353,W Michigan,N Illinois,-14
3354,Nevada,San Diego St,9
3355,Quinnipiac,Marist,6
3356,TCU,West Virginia,4
3357,Miami OH,Toledo,-3
3358,Colorado St,UNLV,-12
3359,Davidson,VCU,-2
3360,Wyoming,Fresno St,23
3361,Seattle,Abilene Chr,-15
3362,Lehigh,Army,-2
3363,Auburn,Georgia,21
3364,Bradley,S Illinois,10
3365,Bryant,Maine,18
3366,American Univ,Bucknell,-7
3367,Campbell,SC Upstate,12
3368,Cincinnati,Tulsa,26
3369,Georgetown,Creighton,-10
3370,Drake,Northern Iowa,7
3371,ETSU,Wofford,25
3372,Florida,Tennessee,13
3373,Furman,Chattanooga,21
3374,Charleston So,Gardner Webb,-8
3375,George Mason,Massachusetts,11
3376,Boston Univ,Holy Cross,-12
3377,Illinois St,IL Chicago,6
3378,Evansville,Indiana St,-18
3379,La Salle,G Washington,11
3380,Louisville,Georgia Tech,10
3381,MA Lowell,SUNY Albany,16
3382,Marquette,Villanova,9
3383,Missouri,LSU,10
3384,Missouri St,Valparaiso,9
3385,Murray St,Belmont,1
3386,Lafayette,Navy,-19
3387,NC State,Florida St,28
3388,NJIT,New Hampshire,-7
3389,New Mexico St,SF Austin,6
3390,Oklahoma,Oklahoma St,-10
3391,North Carolina,Pittsburgh,-1
3392,Purdue,Penn St,20
3393,Presbyterian,Radford,-8
3394,Rutgers,Minnesota,35
3395,UTRGV,Sam Houston St,-2
3396,W Carolina,Samford,-8
3397,St John's,Seton Hall,-12
3398,South Florida,East Carolina,8
3399,Cal Baptist,Southern Utah,-1
3400,Richmond,St Bonaventure,-4
3401,St Joseph's PA,Rhode Island,14
3402,Tulane,SMU,22
3403,UMBC,Binghamton,14
3404,Utah St,New Mexico,11
3405,Winthrop,Longwood,2
3406,Xavier,Providence,2
3407,Arizona,Oregon,15
3408,Arizona St,Oregon St,11
3409,BYU,Loy Marymount,28
3410,FL Gulf Coast,Cent Arkansas,-4
3411,Colorado,California,13
3412,CS Bakersfield,UC Riverside,6
3413,Denver,W Illinois,30
3414,Detroit,Cleveland St,18
3415,Drexel,Col Charleston,1
3416,E Kentucky,Jacksonville St,2
3417,CS Sacramento,E Washington,-19
3418,SIUE,TN Martin,14
3419,Stony Brook,Elon,-14
3420,Charlotte,Florida Intl,-3
3421,Georgia St,Ga Southern,4
3422,Gonzaga,Santa Clara,18
3423,Hampton,William & Mary,5
3424,Hofstra,Towson,4
3425,Wichita St,Houston,-9
3426,Oakland,PFW,-9
3427,Old Dominion,James Madison,-5
3428,Bellarmine,Kennesaw,-6
3429,McNeese St,Lamar,-7
3430,Austin Peay,Liberty,-12
3431,Lipscomb,Queens NC,6
3432,CS Fullerton,Long Beach St,-3
3433,Louisiana Tech,Rice,8
3434,Appalachian St,Marshall,-8
3435,Northwestern,Michigan,-17
3436,Monmouth NJ,Delaware,8
3437,Montana,N Colorado,2
3438,Montana St,Northern Arizona,1
3439,Morehead St,Tennessee Tech,19
3440,MTSU,UTEP,12
3441,Robert Morris,N Kentucky,-13
3442,Jacksonville,North Florida,-13
3443,Houston Chr,Northwestern LA,-18
3444,Pacific,Pepperdine,9
3445,San Diego,Portland,-19
3446,Portland St,Idaho,3
3447,S Dakota St,North Dakota,23
3448,Sacred Heart,Wagner,9
3449,UC Santa Barbara,Cal Poly,6
3450,SE Louisiana,Incarnate Word,10
3451,SE Missouri St,Ark Little Rock,1
3452,Arkansas St,South Alabama,-20
3453,South Dakota,N Dakota St,9
3454,Troy,Southern Miss,-9
3455,St Francis NY,Central Conn,5
3456,St Mary's CA,San Francisco,9
3457,Utah,Stanford,-6
3458,Stetson,North Alabama,22
3459,New Orleans,TAM C. Christi,-17
3460,Southern Indiana,Tennessee St,-4
3461,UAB,FL Atlantic,9
3462,UC Davis,Hawaii,12
3463,UC San Diego,UC Irvine,-16
3464,UCLA,Washington,9
3465,Louisiana,Texas St,19
3466,ULM,Coastal Car,13
3467,UNC Asheville,High Point,26
3468,Mercer,UNC Greensboro,-20
3469,UNC Wilmington,NC A&T,24
3470,USC,Washington St,10
3471,Utah Tech,Utah Valley,-7
3472,Citadel,VMI,-6
3473,WKU,UT San Antonio,7
3474,IUPUI,WI Milwaukee,-3
3475,Ohio St,Wisconsin,-5
3476,Youngstown St,Wright St,2
3477,Merrimack,LIU Brooklyn,17
3478,NE Omaha,St Thomas MN,-6
3479,Lindenwood,E Illinois,13
3480,Stonehill,St Francis PA,13
3481,Akron,Kent,12
3482,Ball St,E Michigan,1
3483,Dartmouth,Brown,-12
3484,UNLV,Fresno St,-3
3485,Iona,Mt St Mary's,30
3486,Manhattan,Siena,5
3487,Nevada,Air Force,20
3488,Niagara,Canisius,3
3489,Penn,Columbia,9
3490,Princeton,Cornell,7
3491,Quinnipiac,Fairfield,15
3492,Rider,St Peter's,21
3493,San Diego St,Boise St,20
3494,St Louis,VCU,-8
3495,Harvard,Yale,-11
3496,Cal Baptist,Abilene Chr,-16
3497,LSU,Alabama,-10
3498,Alabama A&M,Southern Univ,21
3499,Alcorn St,Ark Pine Bluff,3
3500,American Univ,Colgate,1
3501,Arizona,Oregon St,32
3502,South Carolina,Arkansas,-2
3503,Arkansas St,Coastal Car,16
3504,Baylor,Texas Tech,27
3505,Belmont,Illinois St,15
3506,Prairie View,Bethune-Cookman,-2
3507,Loyola MD,Boston Univ,-1
3508,Northern Iowa,Bradley,-8
3509,Harvard,Brown,-3
3510,Bryant,New Hampshire,24
3511,Bucknell,Army,6
3512,W Michigan,Buffalo,-9
3513,BYU,Pacific,15
3514,Hartford,Chicago St,-13
3515,Cincinnati,UCF,9
3516,Delaware,Col Charleston,-17
3517,Georgetown,Connecticut,-6
3518,Creighton,Villanova,5
3519,UC San Diego,CS Bakersfield,-6
3520,CS Fullerton,UC Riverside,6
3521,CS Northridge,UC Santa Barbara,5
3522,Massachusetts,Davidson,-15
3523,Detroit,PFW,33
3524,Valparaiso,Drake,-3
3525,Duke,North Carolina,6
3526,G Washington,Duquesne,-26
3527,E Kentucky,Kennesaw,3
3528,Portland St,E Washington,-10
3529,East Carolina,SMU,5
3530,Ark Little Rock,SIUE,-3
3531,Northeastern,Elon,-1
3532,Charlotte,FL Atlantic,-15
3533,TX Southern,Florida A&M,-7
3534,Louisville,Florida St,-3
3535,Furman,Wofford,13
3536,Gardner Webb,Presbyterian,8
3537,Alabama St,Grambling,-13
3538,Grand Canyon,SF Austin,3
3539,Cal Poly,Hawaii,-13
3540,High Point,Charleston So,8
3541,Hofstra,Stony Brook,21
3542,CS Sacramento,Idaho,-6
3543,IL Chicago,Evansville,9
3544,New Orleans,Incarnate Word,-8
3545,Indiana,Purdue,5
3546,Indiana St,Murray St,43
3547,Iowa,Illinois,2
3548,Iowa St,Kansas,15
3549,IUPUI,WI Green Bay,15
3550,Appalachian St,James Madison,-6
3551,Kentucky,Florida,5
3552,Lafayette,Lehigh,-2
3553,Lipscomb,Liberty,5
3554,Long Beach St,UC Irvine,5
3555,Longwood,Campbell,24
3556,Loyola-Chicago,George Mason,8
3557,MA Lowell,NJIT,29
3558,Maine,UMBC,35
3559,Marquette,Butler,8
3560,Minnesota,Maryland,-35
3561,Mercer,VMI,26
3562,Clemson,Miami FL,-4
3563,Mississippi St,Missouri,11
3564,Monmouth NJ,Drexel,2
3565,Montana,Northern Arizona,1
3566,Montana St,N Colorado,13
3567,Southern Indiana,Morehead St,-5
3568,Jackson St,MS Valley St,-4
3569,MTSU,UT San Antonio,24
3570,Bowling Green,N Illinois,-8
3571,Holy Cross,Navy,-18
3572,NC State,Georgia Tech,8
3573,New Mexico St,Seattle,7
3574,Houston Chr,Nicholls St,-1
3575,South Dakota,North Dakota,-14
3576,North Florida,Jacksonville,7
3577,Rice,North Texas,-10
3578,Lamar,Northwestern LA,-4
3579,Oakland,Cleveland St,3
3580,Ohio,Miami OH,10
3581,Oklahoma St,TCU,6
3582,Old Dominion,Ga Southern,6
3583,Missouri KC,Oral Roberts,-28
3584,Arizona St,Oregon,-5
3585,Penn,Cornell,6
3586,Pepperdine,Portland,1
3587,Princeton,Columbia,22
3588,Radford,Winthrop,3
3589,S Dakota St,N Dakota St,5
3590,Sacred Heart,Central Conn,13
3591,Samford,ETSU,11
3592,San Diego,Loy Marymount,8
3593,San Jose St,Wyoming,20
3594,San Francisco,Santa Clara,-13
3595,SC Upstate,UNC Asheville,6
3596,ULM,South Alabama,-8
3597,Georgia St,Southern Miss,-8
3598,St Bonaventure,Dayton,9
3599,St Mary's CA,Gonzaga,8
3600,Stetson,Cent Arkansas,19
3601,Boston College,Syracuse,-9
3602,SE Louisiana,TAM C. Christi,-11
3603,Tennessee,Auburn,3
3604,E Illinois,Tennessee St,-4
3605,Tennessee Tech,SE Missouri St,2
3606,Kansas St,Texas,-3
3607,Texas A&M,Georgia,25
3608,Toledo,C Michigan,25
3609,Troy,Texas St,4
3610,Memphis,Tulane,-1
3611,Tarleton St,UTRGV,-3
3612,UAB,Florida Intl,4
3613,UCLA,Washington St,24
3614,Louisiana,Marshall,10
3615,Citadel,UNC Greensboro,-20
3616,William & Mary,UNC Wilmington,-7
3617,USC,Washington,6
3618,UT Arlington,Sam Houston St,12
3619,Colorado St,Utah St,-9
3620,Vanderbilt,Mississippi,3
3621,SUNY Albany,Vermont,-19
3622,Virginia Tech,Virginia,6
3623,W Carolina,Chattanooga,15
3624,NE Omaha,W Illinois,-3
3625,WKU,UTEP,5
3626,F Dickinson,Wagner,-4
3627,Notre Dame,Wake Forest,-17
3628,Idaho St,Weber St,-1
3629,West Virginia,Oklahoma,32
3630,Robert Morris,Wright St,-15
3631,Xavier,St John's,25
3632,Dartmouth,Yale,-19
3633,Youngstown St,N Kentucky,18
3634,FL Gulf Coast,North Alabama,-2
3635,Merrimack,St Francis PA,4
3636,Bellarmine,Jacksonville St,7
3637,Utah Tech,Southern Utah,7
3638,Denver,St Thomas MN,-11
3639,Lindenwood,TN Martin,5
3640,Austin Peay,Queens NC,-1
3641,St Francis NY,Stonehill,-6
3642,TX A&M Commerce,McNeese St,2
3643,Colorado,Stanford,22
3644,Temple,Houston,-16
3645,Fairfield,Iona,-9
3646,St Joseph's PA,La Salle,-8
3647,Marist,Canisius,8
3648,Michigan,Ohio St,8
3649,Quinnipiac,Mt St Mary's,-4
3650,Nebraska,Penn St,9
3651,Siena,Niagara,-2
3652,Wisconsin,Northwestern,-2
3653,Richmond,Fordham,10
3654,Manhattan,Rider,-11
3655,S Illinois,Missouri St,20
3656,Seton Hall,DePaul,5
3657,Utah,California,15
3658,Tulsa,Wichita St,-11
3659,Alabama St,Southern Univ,7
3660,Alcorn St,MS Valley St,11
3661,Alabama A&M,Grambling,-6
3662,Northern Arizona,Idaho St,-5
3663,Jackson St,Ark Pine Bluff,4
3664,Kansas,Texas,8
3665,Holy Cross,Lafayette,-14
3666,Hartford,MA Lowell,-22
3667,Miami FL,Duke,22
3668,N Colorado,Weber St,34
3669,Prairie View,Florida A&M,30
3670,TX Southern,Bethune-Cookman,7
3671,WI Milwaukee,WI Green Bay,-1
3672,UT Arlington,Tarleton St,-5
3673,Kentucky,Arkansas,-15
3674,C Michigan,Ball St,-14
3675,Buffalo,E Michigan,5
3676,Butler,St John's,2
3677,Air Force,Colorado St,-16
3678,Connecticut,Marquette,15
3679,VCU,Dayton,-4
3680,Delaware St,Chicago St,6
3681,Murray St,Drake,-24
3682,Fresno St,San Jose St,8
3683,Indiana,Rutgers,6
3684,Kansas St,TCU,21
3685,Kent,Bowling Green,23
3686,Miami OH,W Michigan,7
3687,Michigan St,Maryland,5
3688,Georgia,Mississippi,-4
3689,Missouri,South Carolina,9
3690,New Mexico,Nevada,-1
3691,N Illinois,Ohio,-6
3692,Pittsburgh,Louisville,34
3693,St Louis,Rhode Island,5
3694,Texas A&M,Auburn,5
3695,Akron,Toledo,-10
3696,Tulane,Cincinnati,7
3697,UNC Greensboro,ETSU,26
3698,Virginia,NC State,13
3699,Wake Forest,North Carolina,7
3700,Alabama,Florida,28
3701,Army,Loyola MD,6
3702,Baylor,Oklahoma,10
3703,New Hampshire,Binghamton,-2
3704,Virginia Tech,Boston College,-6
3705,Boston Univ,American Univ,6
3706,Illinois St,Bradley,-18
3707,SUNY Albany,Bryant,-25
3708,Campbell,High Point,16
3709,Hartford,Central Conn,-9
3710,Chattanooga,Citadel,19
3711,Col Charleston,UNC Wilmington,32
3712,Colgate,Lehigh,28
3713,Seton Hall,Creighton,-13
3714,Delaware,Drexel,-4
3715,Duquesne,George Mason,23
3716,Evansville,Northern Iowa,12
3717,Fordham,Massachusetts,10
3718,VMI,Furman,-31
3719,G Washington,Richmond,2
3720,Georgia Tech,Notre Dame,2
3721,Grand Canyon,New Mexico St,11
3722,Northeastern,Hofstra,-19
3723,Houston,Tulsa,38
3724,Indiana St,Valparaiso,22
3725,St Bonaventure,La Salle,-6
3726,Longwood,Presbyterian,20
3727,South Florida,Memphis,-18
3728,Michigan,Nebraska,21
3729,Mississippi St,LSU,11
3730,Missouri St,Belmont,2
3731,Stony Brook,Monmouth NJ,-7
3732,Navy,Bucknell,6
3733,NC A&T,Elon,5
3734,Oklahoma St,Texas Tech,3
3735,Providence,Georgetown,12
3736,S Illinois,IL Chicago,2
3737,Mercer,Samford,-1
3738,Utah St,San Diego St,-2
3739,SC Upstate,Charleston So,17
3740,Seattle,Utah Tech,4
3741,SMU,Temple,1
3742,Loyola-Chicago,St Joseph's PA,-12
3743,Florida St,Syracuse,-9
3744,Towson,Hampton,14
3745,Wichita St,UCF,-5
3746,UMBC,NJIT,9
3747,UNC Asheville,Winthrop,7
3748,Wyoming,UNLV,-10
3749,Utah Valley,Cal Baptist,16
3750,Vanderbilt,Tennessee,1
3751,Maine,Vermont,-9
3752,Villanova,DePaul,16
3753,Wofford,W Carolina,-4
3754,West Virginia,Iowa St,5
3755,Penn St,Wisconsin,-5
3756,Wright St,IUPUI,32
3757,ULM,Appalachian St,-7
3758,California,Arizona,-23
3759,Stanford,Arizona St,-4
3760,Ark Little Rock,Morehead St,4
3761,UTEP,Charlotte,-9
3762,CS Bakersfield,CS Northridge,15
3763,E Illinois,TN Martin,2
3764,Queens NC,E Kentucky,-4
3765,Lindenwood,SIUE,-5
3766,LIU Brooklyn,F Dickinson,-1
3767,FL Atlantic,Rice,9
3768,North Florida,FL Gulf Coast,-2
3769,Florida Intl,Louisiana Tech,4
3770,Ga Southern,James Madison,3
3771,Radford,Gardner Webb,-13
3772,Gonzaga,San Francisco,18
3773,Hawaii,UC San Diego,7
3774,Jacksonville St,Kennesaw,-2
3775,Incarnate Word,Lamar,-9
3776,Liberty,Bellarmine,20
3777,Cent Arkansas,Lipscomb,-12
3778,Loy Marymount,St Mary's CA,4
3779,Coastal Car,Marshall,-18
3780,McNeese St,SE Louisiana,3
3781,W Illinois,Missouri KC,-12
3782,Idaho St,Montana,-8
3783,N Colorado,Portland St,9
3784,N Dakota St,NE Omaha,26
3785,Nicholls St,New Orleans,25
3786,North Dakota,Denver,23
3787,North Texas,UAB,3
3788,Northern Arizona,CS Sacramento,22
3789,Ohio St,Northwestern,-6
3790,TX A&M Commerce,Northwestern LA,-6
3791,WI Green Bay,Oakland,-12
3792,Georgia St,Old Dominion,-3
3793,St Thomas MN,Oral Roberts,-7
3794,Oregon,USC,18
3795,Pepperdine,BYU,12
3796,Portland,Pacific,8
3797,Purdue,Iowa,14
3798,Long Beach St,UC Santa Barbara,-3
3799,Santa Clara,San Diego,5
3800,Southern Miss,Louisiana,11
3801,Southern Utah,Tarleton St,10
3802,St Francis NY,Wagner,2
3803,St Francis PA,Sacred Heart,2
3804,Jacksonville,Stetson,-3
3805,TAM C. Christi,Houston Chr,23
3806,Tennessee St,SE Missouri St,20
3807,Tennessee Tech,Southern Indiana,15
3808,Texas St,Arkansas St,4
3809,Troy,South Alabama,4
3810,UC Irvine,Cal Poly,1
3811,UC Riverside,UC Davis,7
3812,Oregon St,UCLA,-15
3813,UTRGV,UT Arlington,-6
3814,WKU,MTSU,4
3815,Weber St,Montana St,10
3816,WI Milwaukee,Detroit,5
3817,North Alabama,Austin Peay,13
3818,Merrimack,Stonehill,13
3819,Air Force,New Mexico,12
3820,Butler,Xavier,2
3821,Cleveland St,Robert Morris,2
3822,Dayton,St Louis,14
3823,ETSU,VMI,4
3824,Canisius,Iona,-21
3825,Buffalo,Kent,-7
3826,Nevada,Fresno St,11
3827,Niagara,Quinnipiac,6
3828,Ohio,Akron,9
3829,Rider,Fairfield,1
3830,Mt St Mary's,Siena,-7
3831,St Peter's,Marist,11
3832,Wright St,N Kentucky,18
3833,PFW,Youngstown St,-9
3834,Auburn,Alabama,-8
3835,MS Valley St,Alabama A&M,-2
3836,Ark Pine Bluff,Alabama St,-3
3837,Bethune-Cookman,Alcorn St,-2
3838,California,Arizona St,-8
3839,Ball St,Bowling Green,21
3840,TCU,Baylor,-4
3841,Belmont,IL Chicago,27
3842,Binghamton,SUNY Albany,14
3843,Boise St,Wyoming,12
3844,Bradley,Murray St,35
3845,Brown,Cornell,14
3846,Miami OH,C Michigan,-6
3847,Cent Arkansas,Austin Peay,7
3848,F Dickinson,Central Conn,-4
3849,Chattanooga,Mercer,17
3850,Cincinnati,South Florida,19
3851,Hampton,Col Charleston,-13
3852,Bucknell,Colgate,-20
3853,Creighton,Connecticut,3
3854,Hawaii,CS Fullerton,-1
3855,CS Northridge,Cal Poly,11
3856,Dartmouth,Princeton,7
3857,WI Green Bay,Detroit,-5
3858,Drake,S Illinois,23
3859,Drexel,Towson,7
3860,Duquesne,St Bonaventure,2
3861,SIUE,E Illinois,-11
3862,Idaho,E Washington,-7
3863,Elon,William & Mary,11
3864,FL Atlantic,Louisiana Tech,5
3865,Jacksonville,FL Gulf Coast,-11
3866,Davidson,Fordham,-2
3867,Furman,W Carolina,34
3868,Ga Southern,Arkansas St,15
3869,Gardner Webb,Campbell,4
3870,George Mason,Rhode Island,8
3871,Georgia,Kentucky,7
3872,Gonzaga,BYU,7
3873,Grambling,TX Southern,19
3874,Monmouth NJ,Hofstra,-29
3875,American Univ,Holy Cross,-8
3876,Incarnate Word,Houston Chr,-6
3877,Delaware St,Howard,-1
3878,Illinois,Rutgers,9
3879,Michigan,Indiana,-1
3880,Northern Iowa,Indiana St,-18
3881,Florida A&M,Jackson St,-11
3882,Coastal Car,James Madison,-7
3883,Oklahoma,Kansas,-23
3884,Kennesaw,Jacksonville St,3
3885,La Salle,Massachusetts,14
3886,Lafayette,Boston Univ,4
3887,Liberty,E Kentucky,10
3888,CS Bakersfield,Long Beach St,-10
3889,High Point,Longwood,-3
3890,Lehigh,Loyola MD,-9
3891,Georgetown,Marquette,-14
3892,Georgia St,Marshall,-11
3893,Maryland,Penn St,6
3894,New Orleans,McNeese St,-1
3895,Miami FL,Louisville,8
3896,Arkansas,Mississippi St,-6
3897,Tennessee,Missouri,-1
3898,Weber St,Montana,-5
3899,Idaho St,Montana St,-6
3900,SE Missouri St,Morehead St,-6
3901,N Colorado,CS Sacramento,16
3902,N Dakota St,Denver,8
3903,N Illinois,W Michigan,28
3904,Navy,Army,17
3905,NC Central,Morgan St,20
3906,Boston College,NC State,-30
3907,Nebraska,Wisconsin,10
3908,SE Louisiana,Nicholls St,-11
3909,NJIT,Maine,15
3910,MD E Shore,Norfolk St,-3
3911,North Carolina,Clemson,20
3912,North Dakota,NE Omaha,3
3913,North Florida,Stetson,11
3914,North Texas,Charlotte,24
3915,Northwestern LA,TX A&M Commerce,8
3916,Iowa St,Oklahoma St,-8
3917,Texas St,Old Dominion,-2
3918,W Illinois,Oral Roberts,-9
3919,Oregon St,USC,3
3920,Pacific,San Diego,5
3921,Harvard,Penn,-8
3922,Florida St,Pittsburgh,-8
3923,Northern Arizona,Portland St,-1
3924,Charleston So,Radford,-19
3925,Florida Intl,Rice,-7
3926,Richmond,Loyola-Chicago,3
3927,S Carolina St,Coppin St,10
3928,S Dakota St,South Dakota,5
3929,Abilene Chr,Sam Houston St,-15
3930,Samford,Citadel,6
3931,San Diego St,UNLV,11
3932,San Francisco,Pepperdine,8
3933,San Jose St,Utah St,5
3934,UC Santa Barbara,UC Davis,10
3935,Santa Clara,Loy Marymount,2
3936,Winthrop,SC Upstate,-9
3937,Seattle,Grand Canyon,5
3938,UTRGV,SF Austin,-10
3939,South Alabama,Appalachian St,17
3940,Mississippi,South Carolina,-3
3941,Southern Miss,ULM,9
3942,Southern Univ,Prairie View,14
3943,St John's,Providence,5
3944,St Joseph's PA,G Washington,12
3945,Portland,St Mary's CA,-17
3946,Stanford,Arizona,9
3947,Stony Brook,NC A&T,10
3948,TAM C. Christi,Lamar,9
3949,Tennessee St,Tennessee Tech,14
3950,Texas,West Virginia,34
3951,LSU,Texas A&M,-12
3952,Texas Tech,Kansas St,8
3953,TN Martin,Ark Little Rock,23
3954,E Michigan,Toledo,-7
3955,Troy,Louisiana,15
3956,UAB,MTSU,23
3957,UC Irvine,UC Riverside,19
3958,UCF,Tulsa,44
3959,Oregon,UCLA,-7
3960,UMBC,Bryant,3
3961,Presbyterian,UNC Asheville,-4
3962,UNC Wilmington,Northeastern,12
3963,Utah,Colorado,11
3964,Utah Valley,Southern Utah,7
3965,UT San Antonio,UTEP,-11
3966,Valparaiso,Illinois St,5
3967,Florida,Vanderbilt,-8
3968,Vermont,MA Lowell,12
3969,Villanova,Seton Hall,4
3970,Virginia,Duke,7
3971,Notre Dame,Virginia Tech,-6
3972,Wagner,LIU Brooklyn,12
3973,Wake Forest,Georgia Tech,1
3974,Washington St,Washington,5
3975,WI Milwaukee,Oakland,3
3976,Yale,Columbia,31
3977,North Alabama,Lipscomb,10
3978,St Francis PA,Merrimack,-7
3979,Queens NC,Bellarmine,-4
3980,Utah Tech,Tarleton St,-4
3981,St Thomas MN,Missouri KC,30
3982,Southern Indiana,Lindenwood,10
3983,Stonehill,St Francis NY,11
3984,Canisius,Quinnipiac,20
3985,Cleveland St,Youngstown St,3
3986,Fairfield,Mt St Mary's,4
3987,Niagara,Iona,-17
3988,Minnesota,Iowa,-12
3989,Manhattan,St Peter's,16
3990,Memphis,Temple,9
3991,Ohio St,Michigan St,-21
3992,Evansville,Missouri St,-6
3993,N Kentucky,IUPUI,39
3994,Northwestern,Purdue,6
3995,PFW,Robert Morris,-7
3996,Siena,Marist,8
3997,UNC Greensboro,Wofford,8
3998,Wichita St,SMU,2
3999,Ark Pine Bluff,Alabama A&M,-3
4000,Florida A&M,Alcorn St,-3
4001,Baylor,West Virginia,12
4002,Bucknell,American Univ,22
4003,Col Charleston,Northeastern,36
4004,Delaware,Stony Brook,11
4005,Elon,Hampton,2
4006,Grambling,Prairie View,4
4007,Hofstra,Drexel,14
4008,Howard,MD E Shore,9
4009,Bethune-Cookman,Jackson St,-27
4010,North Carolina,Miami FL,-8
4011,Monmouth NJ,NC A&T,14
4012,MS Valley St,Alabama St,6
4013,NC Central,Coppin St,33
4014,Norfolk St,Delaware St,39
4015,S Carolina St,Morgan St,12
4016,South Alabama,Hartford,24
4017,Texas Tech,Texas,7
4018,Southern Univ,TX Southern,-11
4019,William & Mary,Towson,2
4020,E Michigan,Akron,-27
4021,Auburn,Missouri,33
4022,Ball St,N Illinois,10
4023,Bowling Green,C Michigan,-3
4024,Duke,Notre Dame,4
4025,Georgia,LSU,2
4026,Oklahoma St,Kansas,-11
4027,W Michigan,Kent,-24
4028,Massachusetts,Loyola-Chicago,-2
4029,Rutgers,Nebraska,-10
4030,Ohio,Buffalo,24
4031,Oklahoma,Kansas St,14
4032,Penn St,Illinois,12
4033,Pittsburgh,Boston College,19
4034,Providence,Creighton,8
4035,Valparaiso,S Illinois,-4
4036,UNLV,San Jose St,-9
4037,Seton Hall,Georgetown,8
4038,DePaul,St John's,-9
4039,Syracuse,NC State,3
4040,Toledo,Miami OH,18
4041,Utah St,Air Force,15
4042,South Carolina,Vanderbilt,-11
4043,Villanova,Butler,12
4044,Wisconsin,Michigan,5
4045,New Mexico,Wyoming,-14
4046,SUNY Albany,UMBC,7
4047,Belmont,Evansville,32
4048,Binghamton,NJIT,19
4049,Colorado St,Boise St,-2
4050,Bradley,Missouri St,10
4051,Campbell,Charleston So,16
4052,VMI,Chattanooga,-20
4053,Citadel,Furman,4
4054,Clemson,Florida St,40
4055,Colgate,Army,7
4056,Cal Poly,CS Bakersfield,-8
4057,UC San Diego,CS Fullerton,-3
4058,Northern Iowa,Drake,-8
4059,Duquesne,St Joseph's PA,14
4060,East Carolina,Cincinnati,4
4061,Florida,Mississippi,15
4062,Fordham,St Bonaventure,15
4063,G Washington,George Mason,-13
4064,Georgia Tech,Virginia Tech,7
4065,Presbyterian,High Point,-2
4066,Holy Cross,Boston Univ,2
4067,IL Chicago,Indiana St,-19
4068,Iowa St,TCU,11
4069,Mississippi St,Kentucky,-3
4070,La Salle,Richmond,6
4071,Loyola MD,Lafayette,3
4072,Bryant,MA Lowell,-14
4073,Marquette,Xavier,1
4074,Illinois St,Murray St,-1
4075,Lehigh,Navy,-11
4076,Northwestern,Indiana,2
4077,Oakland,IUPUI,4
